"Id partie","Nom du joueur","Prix moyen des citadelles achetées","Rôle préféré","Nombre de fois où il assassine","Nombre de fois où il s'est fait assassiner","Score","Victoire","Egalite"
"281","AlwaysSpendPlayer","4 pièces","EVEQUE","1","1","12","Non","Non"
"281","ThomasPlayer","2 pièces","ARCHITECTE","1","0","22","Oui","Non"
"281","RandomPlayer","1 pièces","MAGICIEN","1","0","11","Non","Non"
"281","MattPlayer","1 pièces","MARCHAND","2","1","5","Non","Non"
"282","RandomPlayer","1 pièces","MAGICIEN","0","1","9","Non","Non"
"282","ThomasPlayer","2 pièces","CONDOTTIERE","0","2","30","Oui","Non"
"282","MattPlayer","2 pièces","MARCHAND","3","0","12","Non","Non"
"282","AlwaysSpendPlayer","3 pièces","VOLEUR","1","0","20","Non","Non"
"283","RandomPlayer","2 pièces","EVEQUE","0","0","10","Non","Non"
"283","AlwaysSpendPlayer","2 pièces","MAGICIEN","0","0","21","Non","Non"
"283","MattPlayer","2 pièces","ARCHITECTE","1","0","20","Non","Non"
"283","ThomasPlayer","3 pièces","ARCHITECTE","0","0","29","Oui","Non"
"284","AlwaysSpendPlayer","2 pièces","ROI","1","1","29","Non","Oui"
"284","RandomPlayer","2 pièces","ASSASSIN","4","1","11","Non","Non"
"284","MattPlayer","3 pièces","MARCHAND","1","0","21","Non","Non"
"284","ThomasPlayer","3 pièces","VOLEUR","0","1","29","Non","Oui"
"285","MattPlayer","2 pièces","MARCHAND","1","0","28","Oui","Non"
"285","ThomasPlayer","2 pièces","ARCHITECTE","0","0","15","Non","Non"
"285","RandomPlayer","2 pièces","MAGICIEN","1","1","20","Non","Non"
"285","AlwaysSpendPlayer","3 pièces","ASSASSIN","3","1","19","Non","Non"
"286","AlwaysSpendPlayer","2 pièces","MAGICIEN","2","1","31","Oui","Non"
"286","RandomPlayer","2 pièces","MAGICIEN","3","1","27","Non","Non"
"286","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","22","Non","Non"
"286","MattPlayer","3 pièces","MARCHAND","2","0","21","Non","Non"
"287","MattPlayer","2 pièces","ARCHITECTE","0","0","23","Oui","Non"
"287","ThomasPlayer","2 pièces","CONDOTTIERE","0","2","14","Non","Non"
"287","AlwaysSpendPlayer","2 pièces","ASSASSIN","3","0","12","Non","Non"
"287","RandomPlayer","3 pièces","VOLEUR","1","0","22","Non","Non"
"288","ThomasPlayer","3 pièces","CONDOTTIERE","1","0","21","Non","Non"
"288","RandomPlayer","2 pièces","ASSASSIN","2","0","9","Non","Non"
"288","AlwaysSpendPlayer","3 pièces","MAGICIEN","0","2","19","Non","Non"
"288","MattPlayer","2 pièces","MARCHAND","0","0","24","Oui","Non"
"289","AlwaysSpendPlayer","3 pièces","MAGICIEN","0","1","17","Non","Non"
"289","MattPlayer","2 pièces","MARCHAND","1","1","14","Non","Non"
"289","RandomPlayer","2 pièces","EVEQUE","2","0","15","Non","Non"
"289","ThomasPlayer","3 pièces","MAGICIEN","0","0","31","Oui","Non"
"290","RandomPlayer","2 pièces","EVEQUE","2","0","14","Non","Non"
"290","ThomasPlayer","3 pièces","CONDOTTIERE","0","1","28","Non","Non"
"290","AlwaysSpendPlayer","3 pièces","ROI","2","0","30","Oui","Non"
"290","MattPlayer","2 pièces","MARCHAND","0","1","24","Non","Non"
"291","RandomPlayer","2 pièces","ASSASSIN","3","0","15","Non","Non"
"291","MattPlayer","3 pièces","ARCHITECTE","2","0","30","Oui","Non"
"291","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","26","Non","Non"
"291","AlwaysSpendPlayer","3 pièces","MAGICIEN","1","3","15","Non","Non"
"292","RandomPlayer","2 pièces","ASSASSIN","3","1","21","Non","Non"
"292","ThomasPlayer","2 pièces","CONDOTTIERE","2","1","17","Non","Non"
"292","AlwaysSpendPlayer","4 pièces","VOLEUR","1","2","16","Non","Non"
"292","MattPlayer","2 pièces","ARCHITECTE","1","0","22","Oui","Non"
"293","AlwaysSpendPlayer","3 pièces","ROI","1","0","24","Non","Non"
"293","ThomasPlayer","3 pièces","ARCHITECTE","0","1","18","Non","Non"
"293","RandomPlayer","3 pièces","ASSASSIN","2","0","31","Oui","Non"
"293","MattPlayer","2 pièces","MARCHAND","1","0","18","Non","Non"
"294","RandomPlayer","3 pièces","ROI","0","0","23","Non","Non"
"294","ThomasPlayer","2 pièces","MAGICIEN","1","0","25","Oui","Non"
"294","AlwaysSpendPlayer","1 pièces","ASSASSIN","2","0","10","Non","Non"
"294","MattPlayer","2 pièces","MARCHAND","0","0","18","Non","Non"
"295","AlwaysSpendPlayer","2 pièces","VOLEUR","1","0","17","Non","Non"
"295","RandomPlayer","2 pièces","ROI","0","0","20","Non","Non"
"295","MattPlayer","3 pièces","MARCHAND","1","1","24","Non","Non"
"295","ThomasPlayer","3 pièces","CONDOTTIERE","1","0","30","Oui","Non"
"296","MattPlayer","2 pièces","MARCHAND","1","1","20","Non","Non"
"296","RandomPlayer","2 pièces","VOLEUR","2","0","14","Non","Non"
"296","AlwaysSpendPlayer","2 pièces","MAGICIEN","3","0","27","Non","Non"
"296","ThomasPlayer","3 pièces","CONDOTTIERE","2","2","28","Oui","Non"
"297","MattPlayer","2 pièces","MARCHAND","0","0","24","Oui","Non"
"297","AlwaysSpendPlayer","3 pièces","VOLEUR","1","0","16","Non","Non"
"297","RandomPlayer","2 pièces","MAGICIEN","0","0","12","Non","Non"
"297","ThomasPlayer","3 pièces","ARCHITECTE","1","0","15","Non","Non"
"298","RandomPlayer","2 pièces","VOLEUR","2","0","18","Non","Non"
"298","ThomasPlayer","2 pièces","CONDOTTIERE","1","0","27","Oui","Non"
"298","MattPlayer","2 pièces","MARCHAND","0","1","16","Non","Non"
"298","AlwaysSpendPlayer","5 pièces","EVEQUE","3","1","20","Non","Non"
"299","MattPlayer","2 pièces","MARCHAND","2","1","19","Non","Non"
"299","AlwaysSpendPlayer","2 pièces","ASSASSIN","3","1","25","Oui","Non"
"299","ThomasPlayer","3 pièces","VOLEUR","0","1","18","Non","Non"
"299","RandomPlayer","2 pièces","MAGICIEN","2","1","19","Non","Non"
"300","MattPlayer","2 pièces","MARCHAND","2","0","22","Non","Non"
"300","RandomPlayer","1 pièces","MARCHAND","2","0","13","Non","Non"
"300","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","27","Non","Non"
"300","AlwaysSpendPlayer","3 pièces","ROI","0","1","33","Oui","Non"
"301","MattPlayer","2 pièces","MAGICIEN","1","2","13","Non","Non"
"301","ThomasPlayer","3 pièces","ROI","0","1","33","Oui","Non"
"301","AlwaysSpendPlayer","3 pièces","EVEQUE","2","1","18","Non","Non"
"301","RandomPlayer","1 pièces","MAGICIEN","2","0","11","Non","Non"
"302","ThomasPlayer","2 pièces","CONDOTTIERE","0","1","23","Oui","Non"
"302","AlwaysSpendPlayer","3 pièces","VOLEUR","1","0","15","Non","Non"
"302","MattPlayer","2 pièces","MARCHAND","1","0","10","Non","Non"
"302","RandomPlayer","2 pièces","MAGICIEN","1","0","6","Non","Non"
"303","AlwaysSpendPlayer","2 pièces","ASSASSIN","5","0","20","Non","Non"
"303","RandomPlayer","1 pièces","ROI","1","0","17","Non","Non"
"303","MattPlayer","2 pièces","MARCHAND","0","1","25","Non","Non"
"303","ThomasPlayer","3 pièces","ARCHITECTE","0","1","28","Oui","Non"
"304","AlwaysSpendPlayer","2 pièces","ROI","0","0","9","Non","Non"
"304","ThomasPlayer","3 pièces","ARCHITECTE","0","0","35","Oui","Non"
"304","MattPlayer","2 pièces","MARCHAND","1","0","18","Non","Non"
"304","RandomPlayer","2 pièces","VOLEUR","0","0","14","Non","Non"
"305","ThomasPlayer","3 pièces","ARCHITECTE","0","0","20","Non","Non"
"305","AlwaysSpendPlayer","3 pièces","ROI","0","0","12","Non","Non"
"305","MattPlayer","2 pièces","MARCHAND","0","0","25","Oui","Non"
"305","RandomPlayer","2 pièces","VOLEUR","2","0","16","Non","Non"
"306","MattPlayer","3 pièces","MARCHAND","2","0","23","Non","Non"
"306","AlwaysSpendPlayer","2 pièces","VOLEUR","1","2","15","Non","Non"
"306","ThomasPlayer","3 pièces","CONDOTTIERE","1","0","21","Non","Non"
"306","RandomPlayer","2 pièces","MARCHAND","2","0","29","Oui","Non"
"307","MattPlayer","2 pièces","MARCHAND","1","0","24","Oui","Non"
"307","RandomPlayer","2 pièces","ROI","1","1","8","Non","Non"
"307","AlwaysSpendPlayer","2 pièces","MAGICIEN","1","1","17","Non","Non"
"307","ThomasPlayer","2 pièces","CONDOTTIERE","0","0","23","Non","Non"
"308","RandomPlayer","3 pièces","MAGICIEN","1","0","16","Non","Non"
"308","AlwaysSpendPlayer","2 pièces","MAGICIEN","0","0","20","Non","Non"
"308","ThomasPlayer","2 pièces","CONDOTTIERE","0","1","11","Non","Non"
"308","MattPlayer","2 pièces","ASSASSIN","4","0","22","Oui","Non"
"309","MattPlayer","2 pièces","MARCHAND","2","0","20","Non","Non"
"309","ThomasPlayer","3 pièces","ARCHITECTE","1","0","35","Oui","Non"
"309","RandomPlayer","1 pièces","VOLEUR","1","2","9","Non","Non"
"309","AlwaysSpendPlayer","3 pièces","MAGICIEN","0","1","20","Non","Non"
"310","AlwaysSpendPlayer","4 pièces","VOLEUR","1","0","18","Non","Non"
"310","ThomasPlayer","2 pièces","ARCHITECTE","1","0","12","Non","Non"
"310","RandomPlayer","2 pièces","EVEQUE","2","1","10","Non","Non"
"310","MattPlayer","2 pièces","MARCHAND","0","0","30","Oui","Non"
"311","ThomasPlayer","2 pièces","ARCHITECTE","0","1","28","Oui","Non"
"311","RandomPlayer","2 pièces","EVEQUE","1","0","11","Non","Non"
"311","MattPlayer","3 pièces","MARCHAND","2","0","15","Non","Non"
"311","AlwaysSpendPlayer","3 pièces","MAGICIEN","1","0","19","Non","Non"
"312","ThomasPlayer","2 pièces","CONDOTTIERE","0","1","28","Oui","Non"
"312","AlwaysSpendPlayer","2 pièces","MARCHAND","1","0","12","Non","Non"
"312","RandomPlayer","2 pièces","ROI","2","1","7","Non","Non"
"312","MattPlayer","2 pièces","ASSASSIN","2","1","14","Non","Non"
"313","MattPlayer","2 pièces","MARCHAND","1","1","18","Non","Non"
"313","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","18","Non","Non"
"313","AlwaysSpendPlayer","3 pièces","ASSASSIN","2","0","37","Oui","Non"
"313","RandomPlayer","2 pièces","ASSASSIN","3","0","12","Non","Non"
"314","MattPlayer","2 pièces","MARCHAND","1","0","7","Non","Non"
"314","ThomasPlayer","1 pièces","CONDOTTIERE","0","0","22","Oui","Non"
"314","RandomPlayer","2 pièces","MAGICIEN","0","0","5","Non","Non"
"314","AlwaysSpendPlayer","3 pièces","MAGICIEN","0","0","13","Non","Non"
"315","MattPlayer","2 pièces","MARCHAND","0","0","24","Oui","Non"
"315","AlwaysSpendPlayer","3 pièces","ASSASSIN","3","2","11","Non","Non"
"315","RandomPlayer","2 pièces","ROI","1","0","10","Non","Non"
"315","ThomasPlayer","3 pièces","EVEQUE","1","0","18","Non","Non"
"316","ThomasPlayer","3 pièces","CONDOTTIERE","0","0","25","Non","Oui"
"316","RandomPlayer","1 pièces","MAGICIEN","3","0","11","Non","Non"
"316","AlwaysSpendPlayer","2 pièces","VOLEUR","2","1","11","Non","Non"
"316","MattPlayer","2 pièces","MARCHAND","0","0","25","Non","Oui"
"317","RandomPlayer","2 pièces","ASSASSIN","4","0","20","Non","Non"
"317","ThomasPlayer","3 pièces","ARCHITECTE","0","1","36","Oui","Non"
"317","AlwaysSpendPlayer","3 pièces","MAGICIEN","1","2","21","Non","Non"
"317","MattPlayer","3 pièces","VOLEUR","2","0","23","Non","Non"
"318","ThomasPlayer","3 pièces","CONDOTTIERE","1","1","22","Non","Non"
"318","AlwaysSpendPlayer","3 pièces","ROI","1","0","21","Non","Non"
"318","RandomPlayer","2 pièces","MARCHAND","1","1","15","Non","Non"
"318","MattPlayer","2 pièces","MARCHAND","2","1","26","Oui","Non"
"319","MattPlayer","1 pièces","MARCHAND","1","1","9","Non","Non"
"319","RandomPlayer","3 pièces","ASSASSIN","2","0","9","Non","Non"
"319","AlwaysSpendPlayer","2 pièces","VOLEUR","1","2","10","Non","Non"
"319","ThomasPlayer","2 pièces","ARCHITECTE","0","0","28","Oui","Non"
"320","MattPlayer","3 pièces","MARCHAND","1","1","21","Non","Non"
"320","RandomPlayer","2 pièces","ASSASSIN","4","0","20","Non","Non"
"320","AlwaysSpendPlayer","3 pièces","MAGICIEN","1","1","24","Non","Non"
"320","ThomasPlayer","2 pièces","ARCHITECTE","0","1","30","Oui","Non"
"321","MattPlayer","2 pièces","MARCHAND","1","0","25","Oui","Non"
"321","RandomPlayer","2 pièces","ROI","1","0","16","Non","Non"
"321","AlwaysSpendPlayer","4 pièces","MAGICIEN","0","0","20","Non","Non"
"321","ThomasPlayer","3 pièces","CONDOTTIERE","1","0","22","Non","Non"
"322","AlwaysSpendPlayer","3 pièces","ROI","1","1","33","Oui","Non"
"322","ThomasPlayer","3 pièces","CONDOTTIERE","1","0","32","Non","Non"
"322","RandomPlayer","2 pièces","ASSASSIN","3","1","11","Non","Non"
"322","MattPlayer","3 pièces","MARCHAND","3","1","18","Non","Non"
"323","RandomPlayer","2 pièces","EVEQUE","1","2","20","Non","Non"
"323","ThomasPlayer","2 pièces","CONDOTTIERE","1","2","20","Non","Non"
"323","MattPlayer","3 pièces","MARCHAND","3","0","31","Oui","Non"
"323","AlwaysSpendPlayer","3 pièces","ROI","3","1","20","Non","Non"
"324","ThomasPlayer","2 pièces","CONDOTTIERE","0","2","28","Oui","Non"
"324","RandomPlayer","3 pièces","ASSASSIN","4","0","23","Non","Non"
"324","AlwaysSpendPlayer","2 pièces","EVEQUE","2","1","13","Non","Non"
"324","MattPlayer","2 pièces","MARCHAND","2","2","12","Non","Non"
"325","RandomPlayer","1 pièces","EVEQUE","2","0","13","Non","Non"
"325","MattPlayer","2 pièces","MARCHAND","1","0","14","Non","Non"
"325","AlwaysSpendPlayer","3 pièces","MAGICIEN","2","0","23","Non","Non"
"325","ThomasPlayer","3 pièces","CONDOTTIERE","0","1","31","Oui","Non"
"326","AlwaysSpendPlayer","3 pièces","VOLEUR","2","0","17","Non","Non"
"326","MattPlayer","2 pièces","MARCHAND","0","0","26","Oui","Non"
"326","RandomPlayer","2 pièces","MAGICIEN","1","0","14","Non","Non"
"326","ThomasPlayer","2 pièces","CONDOTTIERE","0","0","18","Non","Non"
"327","ThomasPlayer","3 pièces","ARCHITECTE","0","1","19","Non","Non"
"327","RandomPlayer","2 pièces","VOLEUR","1","1","12","Non","Non"
"327","AlwaysSpendPlayer","3 pièces","EVEQUE","2","1","17","Non","Non"
"327","MattPlayer","3 pièces","EVEQUE","2","1","31","Oui","Non"
"328","ThomasPlayer","3 pièces","CONDOTTIERE","0","1","28","Oui","Non"
"328","AlwaysSpendPlayer","4 pièces","MAGICIEN","3","0","20","Non","Non"
"328","RandomPlayer","3 pièces","ASSASSIN","4","1","18","Non","Non"
"328","MattPlayer","2 pièces","MARCHAND","1","1","14","Non","Non"
"329","MattPlayer","2 pièces","MARCHAND","1","0","26","Oui","Non"
"329","AlwaysSpendPlayer","3 pièces","MAGICIEN","1","1","14","Non","Non"
"329","ThomasPlayer","3 pièces","ARCHITECTE","0","2","19","Non","Non"
"329","RandomPlayer","2 pièces","ASSASSIN","2","0","11","Non","Non"
"330","MattPlayer","3 pièces","MARCHAND","1","0","28","Oui","Non"
"330","AlwaysSpendPlayer","2 pièces","EVEQUE","2","0","14","Non","Non"
"330","RandomPlayer","2 pièces","ROI","1","1","12","Non","Non"
"330","ThomasPlayer","3 pièces","VOLEUR","0","1","15","Non","Non"
"331","MattPlayer","2 pièces","MARCHAND","1","0","8","Non","Non"
"331","AlwaysSpendPlayer","2 pièces","MAGICIEN","0","0","23","Non","Non"
"331","RandomPlayer","2 pièces","EVEQUE","1","0","17","Non","Non"
"331","ThomasPlayer","2 pièces","CONDOTTIERE","0","0","24","Oui","Non"
"332","RandomPlayer","2 pièces","VOLEUR","0","0","23","Non","Non"
"332","AlwaysSpendPlayer","2 pièces","VOLEUR","0","0","15","Non","Non"
"332","ThomasPlayer","3 pièces","EVEQUE","0","1","32","Oui","Non"
"332","MattPlayer","3 pièces","MARCHAND","3","0","21","Non","Non"
"333","ThomasPlayer","2 pièces","ARCHITECTE","0","3","30","Oui","Non"
"333","MattPlayer","2 pièces","MARCHAND","3","2","12","Non","Non"
"333","AlwaysSpendPlayer","4 pièces","ASSASSIN","3","1","16","Non","Non"
"333","RandomPlayer","2 pièces","ASSASSIN","4","0","13","Non","Non"
"334","AlwaysSpendPlayer","2 pièces","MAGICIEN","1","1","28","Oui","Non"
"334","MattPlayer","2 pièces","MARCHAND","2","0","16","Non","Non"
"334","RandomPlayer","2 pièces","ASSASSIN","3","1","16","Non","Non"
"334","ThomasPlayer","2 pièces","EVEQUE","0","1","11","Non","Non"
"335","ThomasPlayer","2 pièces","ARCHITECTE","0","2","13","Non","Non"
"335","AlwaysSpendPlayer","2 pièces","VOLEUR","1","0","13","Non","Non"
"335","RandomPlayer","1 pièces","MARCHAND","1","0","8","Non","Non"
"335","MattPlayer","2 pièces","ARCHITECTE","2","0","21","Oui","Non"
"336","MattPlayer","2 pièces","MARCHAND","0","0","30","Oui","Non"
"336","AlwaysSpendPlayer","2 pièces","MAGICIEN","3","0","24","Non","Non"
"336","RandomPlayer","2 pièces","ROI","0","1","20","Non","Non"
"336","ThomasPlayer","2 pièces","ARCHITECTE","0","1","28","Non","Non"
"337","RandomPlayer","2 pièces","ASSASSIN","2","0","8","Non","Non"
"337","ThomasPlayer","2 pièces","ARCHITECTE","1","0","27","Oui","Non"
"337","AlwaysSpendPlayer","3 pièces","MAGICIEN","1","0","17","Non","Non"
"337","MattPlayer","2 pièces","MARCHAND","1","0","15","Non","Non"
"338","RandomPlayer","2 pièces","EVEQUE","0","0","18","Non","Non"
"338","AlwaysSpendPlayer","4 pièces","ROI","1","1","16","Non","Non"
"338","ThomasPlayer","2 pièces","ARCHITECTE","0","1","27","Oui","Non"
"338","MattPlayer","3 pièces","ASSASSIN","4","0","15","Non","Non"
"339","AlwaysSpendPlayer","3 pièces","ASSASSIN","2","1","13","Non","Non"
"339","MattPlayer","2 pièces","MARCHAND","0","0","26","Oui","Non"
"339","ThomasPlayer","2 pièces","CONDOTTIERE","0","1","15","Non","Non"
"339","RandomPlayer","2 pièces","ASSASSIN","2","0","9","Non","Non"
"340","RandomPlayer","2 pièces","VOLEUR","1","0","14","Non","Non"
"340","AlwaysSpendPlayer","4 pièces","VOLEUR","0","3","21","Non","Non"
"340","MattPlayer","2 pièces","MARCHAND","3","0","15","Non","Non"
"340","ThomasPlayer","3 pièces","CONDOTTIERE","1","0","34","Oui","Non"
"341","RandomPlayer","3 pièces","ASSASSIN","2","1","9","Non","Non"
"341","MattPlayer","2 pièces","MARCHAND","1","0","22","Non","Non"
"341","AlwaysSpendPlayer","3 pièces","ROI","1","0","23","Oui","Non"
"341","ThomasPlayer","2 pièces","ARCHITECTE","0","3","8","Non","Non"
"342","AlwaysSpendPlayer","3 pièces","MAGICIEN","0","1","31","Oui","Non"
"342","ThomasPlayer","3 pièces","MARCHAND","0","1","16","Non","Non"
"342","RandomPlayer","2 pièces","ASSASSIN","3","0","22","Non","Non"
"342","MattPlayer","2 pièces","MARCHAND","0","0","13","Non","Non"
"343","ThomasPlayer","2 pièces","ARCHITECTE","1","0","29","Oui","Non"
"343","RandomPlayer","2 pièces","MAGICIEN","0","1","8","Non","Non"
"343","MattPlayer","3 pièces","MARCHAND","2","1","12","Non","Non"
"343","AlwaysSpendPlayer","2 pièces","ASSASSIN","3","1","15","Non","Non"
"344","ThomasPlayer","2 pièces","CONDOTTIERE","0","1","28","Oui","Non"
"344","AlwaysSpendPlayer","3 pièces","ASSASSIN","4","0","27","Non","Non"
"344","MattPlayer","2 pièces","MARCHAND","1","1","23","Non","Non"
"344","RandomPlayer","3 pièces","VOLEUR","0","2","12","Non","Non"
"345","MattPlayer","2 pièces","MARCHAND","0","0","20","Non","Non"
"345","RandomPlayer","2 pièces","VOLEUR","2","1","15","Non","Non"
"345","AlwaysSpendPlayer","2 pièces","ROI","0","1","14","Non","Non"
"345","ThomasPlayer","2 pièces","ASSASSIN","4","0","27","Oui","Non"
"346","AlwaysSpendPlayer","3 pièces","ROI","0","0","21","Non","Non"
"346","ThomasPlayer","3 pièces","CONDOTTIERE","0","1","18","Non","Non"
"346","MattPlayer","2 pièces","MARCHAND","0","0","23","Oui","Non"
"346","RandomPlayer","2 pièces","ASSASSIN","2","0","21","Non","Non"
"347","RandomPlayer","3 pièces","CONDOTTIERE","1","0","15","Non","Non"
"347","MattPlayer","2 pièces","MARCHAND","2","0","10","Non","Non"
"347","ThomasPlayer","2 pièces","ARCHITECTE","0","0","25","Oui","Non"
"347","AlwaysSpendPlayer","2 pièces","MAGICIEN","0","0","13","Non","Non"
"348","ThomasPlayer","2 pièces","ARCHITECTE","0","0","20","Non","Non"
"348","MattPlayer","3 pièces","MARCHAND","0","1","22","Non","Oui"
"348","AlwaysSpendPlayer","3 pièces","ASSASSIN","4","0","21","Non","Non"
"348","RandomPlayer","2 pièces","VOLEUR","1","0","22","Non","Oui"
"349","MattPlayer","2 pièces","ARCHITECTE","0","0","23","Oui","Non"
"349","RandomPlayer","2 pièces","MAGICIEN","1","0","14","Non","Non"
"349","AlwaysSpendPlayer","4 pièces","ROI","0","1","18","Non","Non"
"349","ThomasPlayer","3 pièces","ASSASSIN","2","0","19","Non","Non"
"350","RandomPlayer","1 pièces","MAGICIEN","0","2","7","Non","Non"
"350","MattPlayer","2 pièces","ARCHITECTE","2","1","27","Oui","Non"
"350","ThomasPlayer","2 pièces","CONDOTTIERE","1","0","15","Non","Non"
"350","AlwaysSpendPlayer","3 pièces","MAGICIEN","1","0","22","Non","Non"
"351","RandomPlayer","1 pièces","EVEQUE","0","0","22","Non","Non"
"351","MattPlayer","2 pièces","MARCHAND","0","0","16","Non","Non"
"351","ThomasPlayer","2 pièces","CONDOTTIERE","1","0","25","Oui","Non"
"351","AlwaysSpendPlayer","2 pièces","ASSASSIN","3","0","10","Non","Non"
"352","AlwaysSpendPlayer","3 pièces","VOLEUR","2","0","21","Non","Non"
"352","ThomasPlayer","2 pièces","ARCHITECTE","0","2","28","Oui","Non"
"352","RandomPlayer","2 pièces","EVEQUE","2","1","11","Non","Non"
"352","MattPlayer","2 pièces","ASSASSIN","4","1","8","Non","Non"
"353","AlwaysSpendPlayer","4 pièces","ASSASSIN","4","0","23","Oui","Non"
"353","RandomPlayer","2 pièces","VOLEUR","0","1","17","Non","Non"
"353","MattPlayer","1 pièces","MARCHAND","1","1","19","Non","Non"
"353","ThomasPlayer","2 pièces","CONDOTTIERE","1","1","17","Non","Non"
"354","RandomPlayer","2 pièces","ASSASSIN","3","1","11","Non","Non"
